msft.channel	1596866400	0
msft.channel	1596870000	0
msft.channel	1596873600	0
msft.channel	1596877200	0
channel.fmci	1596398400	0
channel.fmci	1596697200	1.7442637782883004
channel.fmci	1596700800	1.2428856880081411
channel.fmci	1596240000	31.120308374300443
channel.fmci	1596243600	29.02247031392517
channel.fmci	1596247200	29.74623363322397
channel.fmci	1596250800	27.034892404700557
channel.fmci	1596254400	24.500968027213858
channel.fmci	1596258000	28.002097820146822
channel.fmci	1596261600	21.886994619859035
channel.fmci	1596265200	23.33113509907658
channel.fmci	1596268800	20.203489904200158
channel.fmci	1596272400	23.621667088303433
channel.fmci	1596276000	24.8043875579552
channel.fmci	1596279600	23.932049811493762
channel.fmci	1596283200	18.19279775031613
channel.fmci	1596286800	21.042710985788677
channel.fmci	1596290400	21.224635707978177
channel.fmci	1596294000	15.647673049904125
channel.fmci	1596297600	15.991034360050275
channel.fmci	1596301200	16.632616928133576
channel.fmci	1596304800	13.79527933250777
channel.fmci	1596308400	15.825885671872802
channel.fmci	1596312000	14.626236944420555
channel.fmci	1596315600	15.636183816286922
channel.fmci	1596319200	14.251925172844546
channel.fmci	1596322800	12.647595304618205
channel.fmci	1596326400	12.516556670729074
channel.fmci	1596330000	12.90543553198647
channel.fmci	1596333600	12.72819995329858
channel.fmci	1596337200	13.701336728565183
channel.fmci	1596340800	14.103970655111834
channel.fmci	1596344400	14.144527933031382
channel.fmci	1596348000	13.911386274296632
channel.fmci	1596351600	18.86650856961686
channel.fmci	1596355200	17.2313793773747
channel.fmci	1596358800	20.770998518906552
channel.fmci	1596362400	21.30798065434885
channel.fmci	1596366000	19.96707313726332
channel.fmci	1596369600	23.579774160994308
channel.fmci	1596373200	22.240892034378824
channel.fmci	1596376800	20.682118739553676
channel.fmci	1596380400	22.859041720366875
channel.fmci	1596384000	22.73258151055591
channel.fmci	1596387600	27.67158056000812
channel.fmci	1596391200	27.72746888994856
channel.fmci	1596394800	23.449543897999945
channel.fmci	1596402000	28.170681948730813
channel.fmci	1596405600	27.095566096138384
channel.fmci	1596409200	27.482141398135926
channel.fmci	1596412800	27.89010078895632
channel.fmci	1596416400	31.68303167394327
channel.fmci	1596420000	28.426365635324043
channel.fmci	1596423600	31.38541942194104
channel.fmci	1596427200	30.70939717059651
channel.fmci	1596430800	30.44991584328193
